,Corezn,Perimeterzn1,Perimeterzn2,Perimeterzn3,Perimeterzn4,MAT,Coolingcoil_Outtemp,Fan_outtemp,RAT,OAT
2006-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-02 06:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.7158813547257328
2006-01-02 07:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.5414226417693344
2006-01-02 08:00:00,2.1380648224230594,0.40088063599103896,0.2832862923143503,0.3882776539154811,0.39896205063745577,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.712839171722734
2006-01-02 09:00:00,2.328916621523122,0.8822802879982538,0.4126472882727498,0.3882776539154811,0.3989620506374557,4.4110839023470625,4.4110839023470625,4.4110839023470625,4.4110839023470625,4.4110839023470625
2006-01-02 10:00:00,2.962964065565248,2.002252949057855,0.6778460167217863,0.38827765391548114,0.3989620506374558,6.4303027358978255,6.4303027358978255,6.4303027358978255,6.4303027358978255,6.4303027358978255
2006-01-02 11:00:00,3.0950638157931296,2.003862756864203,0.46459566838711264,0.38827765391548114,0.3989620506374558,6.350761945597382,6.350761945597382,6.350761945597382,6.350761945597382,6.350761945597382
2006-01-02 12:00:00,3.320190717144291,1.241486466542567,0.3203977166962333,0.38827765391548114,0.3989620506374558,5.669314604936028,5.669314604936028,5.669314604936028,5.669314604936028,5.669314604936028
2006-01-02 13:00:00,3.972120261543581,1.1568176555485978,0.34684780958439443,0.38827765391548114,0.3989620506374558,6.26302543122951,6.26302543122951,6.26302543122951,6.26302543122951,6.26302543122951
2006-01-02 14:00:00,4.12194752377442,1.3070113805934809,0.3530087308743874,0.3882776539154811,0.40130557117473564,6.571550860332504,6.571550860332504,6.571550860332504,6.571550860332504,6.571550860332504
2006-01-02 15:00:00,4.091017257684994,0.8271986731866466,0.2998114638073934,0.38827765391548114,0.3989620506374558,6.005267099231971,6.005267099231971,6.005267099231971,6.005267099231971,6.005267099231971
2006-01-02 16:00:00,4.303576734134108,1.3104746382242907,0.2927532927621056,0.38827765391548114,0.8085963053221422,7.103678624358127,7.103678624358127,7.103678624358127,7.103678624358127,7.103678624358127
2006-01-02 17:00:00,2.4728084148926612,0.4934491215565838,0.2832862923143503,0.3882776539154811,0.39896205063745577,4.036783533316532,4.036783533316532,4.036783533316532,4.036783533316532,4.036783533316532
2006-01-02 18:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386
2006-01-02 19:00:00,2.1380648224230594,0.40088063599103896,0.2832862923143503,0.3882776539154811,0.39896205063745577,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.3655003507441394
2006-01-02 20:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.1671773726280033
2006-01-02 21:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.6158726541355017
2006-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-03 06:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,1.9867001826991575
2006-01-03 07:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.019014719231886
2006-01-03 08:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.4317195608682
2006-01-03 09:00:00,2.13806482242306,0.9147410692872936,0.6214680793247371,0.38827765391548114,0.3989620506374558,4.461513675588027,4.461513675588027,4.461513675588027,4.461513675588027,4.461513675588027
2006-01-03 10:00:00,2.409079981360248,1.800641102137536,0.7417511189422624,0.38827765391548114,0.3989620506374558,5.738711906992983,5.738711906992983,5.738711906992983,5.738711906992983,5.738711906992983
2006-01-03 11:00:00,2.7718414956942112,0.6652126275858761,0.2983863420081596,0.38827765391548114,0.3989620506374558,4.522680169841184,4.522680169841184,4.522680169841184,4.522680169841184,4.522680169841184
2006-01-03 12:00:00,2.5018900915748095,0.5335711199797443,0.2832862923143503,0.38827765391548114,0.3989620506374558,4.1059872084218405,4.1059872084218405,4.1059872084218405,4.1059872084218405,4.1059872084218405
2006-01-03 13:00:00,3.276811603955574,0.7184036694509947,0.29682790316136576,0.38827765391548114,0.3989620506374558,5.0792828811208715,5.0792828811208715,5.0792828811208715,5.0792828811208715,5.0792828811208715
2006-01-03 14:00:00,3.5065696469420513,0.7261702443814491,0.30342537009630854,0.38827765391548114,0.3989620506374558,5.323404965972746,5.323404965972746,5.323404965972746,5.323404965972746,5.323404965972746
2006-01-03 15:00:00,3.62985323090932,0.7283348145307361,0.2984981544019449,0.38827765391548114,0.3989620506374558,5.443925904394938,5.443925904394938,5.443925904394938,5.443925904394938,5.443925904394938
2006-01-03 16:00:00,3.8608902931584197,1.2650588735989214,0.2933059637004761,0.38827765391548114,0.812022506855675,6.6195552912289735,6.6195552912289735,6.6195552912289735,6.6195552912289735,6.6195552912289735
2006-01-03 17:00:00,2.1951968089382503,0.40088063599103896,0.2832862923143503,0.3882776539154811,0.39896205063745577,3.6666034417965765,3.6666034417965765,3.6666034417965765,3.6666034417965765,3.6666034417965765
2006-01-03 18:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386
2006-01-03 19:00:00,2.1380648224230594,0.40088063599103896,0.2832862923143503,0.3882776539154811,0.39896205063745577,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386
2006-01-03 20:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.1677039560082405
2006-01-03 21:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.3384918834052018
2006-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-04 06:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,1.9838686950050806
2006-01-04 07:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,1.9852779189322658
2006-01-04 08:00:00,2.13806482242306,0.4008806359910389,0.2832862923143504,0.3882776539154812,0.3989620506374558,3.6094714552813865,3.6094714552813865,3.6094714552813865,3.6094714552813865,1.9862124618995436
2006-01-04 09:00:00,2.13806482242306,1.0180776016746607,0.7644826367673243,0.38827765391548114,0.3989620506374558,4.707864765417982,4.707864765417982,4.707864765417982,4.707864765417982,2.975200319933954
2006-01-04 10:00:00,2.13806482242306,2.004128471517724,0.8489067669106,0.38827765391548114,0.3989620506374558,5.778339765404321,5.778339765404321,5.778339765404321,5.778339765404321,4.623409571817471
2006-01-04 11:00:00,2.1380648224230594,2.0044031799551947,0.4401886543703477,0.3882776539154811,0.39896205063745577,5.3700656813730046,5.3700656813730046,5.3700656813730046,5.36989636130154,5.3700656813730046
2006-01-04 12:00:00,2.13806482242306,2.0044031799551947,0.2832862923143503,0.38827765391548114,0.3989620506374558,5.212993999245542,5.212993999245542,5.212993999245542,5.212993999245542,5.212993999245542
2006-01-04 13:00:00,2.659964130771497,2.0044031799551947,0.2832862923143503,0.38827765391548114,0.3989620506374558,5.734893307593978,5.734893307593978,5.734893307593978,5.734893307593978,5.734893307593978
2006-01-04 14:00:00,2.9399764313512415,2.0044031799551947,0.2832862923143503,0.38827765391548114,0.4959197089535531,6.111863266489821,6.111863266489821,6.111863266489821,6.111863266489821,6.111863266489821
2006-01-04 15:00:00,3.0882434013010496,2.0044031799551947,0.2832862923143503,0.38827765391548114,0.9141091357503344,6.67831966323641,6.67831966323641,6.67831966323641,6.67831966323641,6.67831966323641
2006-01-04 16:00:00,3.82926827774002,2.0001842742147806,0.2916749852416054,0.38827765391548114,1.1701677826570558,7.679572973768943,7.679572973768943,7.679572973768943,7.679572973768943,7.679572973768943
2006-01-04 17:00:00,2.4055405074389085,0.783748101594719,0.2832862923143503,0.3882776539154811,0.39896205063745577,4.259814605900915,4.259814605900915,4.259814605900915,4.259814605900915,4.259814605900915
2006-01-04 18:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386
2006-01-04 19:00:00,2.1380648224230594,0.40088063599103896,0.2832862923143503,0.3882776539154811,0.39896205063745577,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386
2006-01-04 20:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.3558311669642578
2006-01-04 21:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.615528311874585
2006-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-05 06:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,1.998011699497801
2006-01-05 07:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,1.9977374816334457
2006-01-05 08:00:00,2.13806482242306,0.4008806359910389,0.28328629231435026,0.3882776539154811,0.3989620506374557,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.0180283271807733
2006-01-05 09:00:00,2.13806482242306,1.1713339303522865,0.7773634491003671,0.38827765391548114,0.3989620506374558,4.874001906428651,4.874001906428651,4.874001906428651,4.874001906428651,3.2712814479235357
2006-01-05 10:00:00,2.13834124898569,2.003854469465157,0.8353617384818054,0.38827765391548114,0.3989620506374558,5.76479716148559,5.76479716148559,5.76479716148559,5.76479716148559,5.428831670163237
2006-01-05 11:00:00,2.1380648224230594,2.0044031799551947,0.44484000673068114,0.3882776539154811,0.39896205063745577,5.374722615304069,5.374722615304069,5.374722615304069,5.3745477136618725,5.374722615304069
2006-01-05 12:00:00,2.1380648224230594,2.0044031799551947,0.2832862923143503,0.3882776539154811,0.39896205063745577,5.212993999245542,5.212993999245542,5.212993999245542,5.212993999245542,5.212993999245542
2006-01-05 13:00:00,2.730102767557156,2.0044031799551947,0.2832862923143503,0.38827765391548114,0.3989620506374558,5.805031944379638,5.805031944379638,5.805031944379638,5.805031944379638,5.805031944379638
2006-01-05 14:00:00,3.055953063583382,2.0044031799551947,0.2832862923143503,0.38827765391548114,0.5901210128854315,6.322041202653839,6.322041202653839,6.322041202653839,6.322041202653839,6.322041202653839
2006-01-05 15:00:00,3.1879946525321206,2.0044031799551947,0.2832862923143503,0.3882776539154811,0.8960602202241599,6.760021998941307,6.760021998941307,6.760021998941307,6.760021998941307,6.760021998941307
2006-01-05 16:00:00,3.8905240764974423,1.999634857415813,0.28385706446282166,0.38827765391548114,1.1287524798713984,7.691046132162956,7.691046132162956,7.691046132162956,7.691046132162956,7.691046132162956
2006-01-05 17:00:00,2.392298851648966,0.7861433974459604,0.2832862923143503,0.3882776539154811,0.39896205063745577,4.248968245962214,4.248968245962214,4.248968245962214,4.248968245962214,4.248968245962214
2006-01-05 18:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.3809123565584542
2006-01-05 19:00:00,2.1380648224230594,0.40088063599103896,0.2832862923143503,0.3882776539154811,0.39896205063745577,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.8496788182355086
2006-01-05 20:00:00,2.1380648224230594,0.40088063599103896,0.2832862923143503,0.3882776539154811,0.39896205063745577,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.634528601087784
2006-01-05 21:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.5959446602017016
2006-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-06 06:00:00,2.13806482242306,0.4008806359910389,0.28328629231435026,0.40162992225458577,0.3989620506374557,3.6228226821973584,3.6228226821973584,3.6228226821973584,3.6228237236204905,2.0020824125294516
2006-01-06 07:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,1.9993523993652975
2006-01-06 08:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.00070872865735
2006-01-06 09:00:00,2.13806482242306,0.6659311896351481,0.3636288033971698,0.3882776539154812,0.3989620506374558,3.9549090959338824,3.9549090959338824,3.9549090959338824,3.9548645200083143,2.107030186129083
2006-01-06 10:00:00,2.13806482242306,1.4549886478145961,0.5649437787923683,0.38827765391548114,0.3989620506374558,4.9452369535829614,4.9452369535829614,4.9452369535829614,4.9452369535829614,3.606256774366154
2006-01-06 11:00:00,2.13806482242306,2.0044031799551947,0.3579743552032163,0.38827765391548114,0.3989620506374558,5.287790922083997,5.287790922083997,5.287790922083997,5.287682062134408,5.287790922083997
2006-01-06 12:00:00,2.1380648224230594,2.0044031799551947,0.2832862923143503,0.3882776539154811,0.39896205063745577,5.212993999245542,5.212993999245542,5.212993999245542,5.212993999245542,5.212993999245542
2006-01-06 13:00:00,2.472898906379068,2.0044031799551947,0.2832862923143503,0.38827765391548114,0.3989620506374558,5.54782808320155,5.54782808320155,5.54782808320155,5.54782808320155,5.54782808320155
2006-01-06 14:00:00,2.7986832666407193,2.0044031799551947,0.2832862923143503,0.38827765391548114,0.5159306371759198,5.990581030001666,5.990581030001666,5.990581030001666,5.990581030001666,5.990581030001666
2006-01-06 15:00:00,2.9896990667318075,2.0044031799551947,0.2832862923143503,0.38827765391548114,0.8981683979933841,6.5638345909102185,6.5638345909102185,6.5638345909102185,6.5638345909102185,6.5638345909102185
2006-01-06 16:00:00,3.8725332059854702,2.000796307468269,0.2832862923143503,0.38827765391548114,1.1742518723590218,7.719145332042593,7.719145332042593,7.719145332042593,7.719145332042593,7.719145332042593
2006-01-06 17:00:00,2.255879378225277,0.7288653892701451,0.2832862923143503,0.3882776539154811,0.39896205063745577,4.055270764362709,4.055270764362709,4.055270764362709,4.055270764362709,4.055270764362709
2006-01-06 18:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386
2006-01-06 19:00:00,2.1380648224230594,0.40088063599103896,0.2832862923143503,0.3882776539154811,0.39896205063745577,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.1825745681015585
2006-01-06 20:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.8065723220700356
2006-01-06 21:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.463590449055399
2006-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-07 06:00:00,2.13806482242306,0.4008806359910389,0.28328629231435026,0.3916118619461956,0.3989620506374557,3.612810210219432,3.612810210219432,3.612810210219432,3.6128056633121006,1.9977549859838013
2006-01-07 07:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,1.996525147060113
2006-01-07 08:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,1.9979131792262423
2006-01-07 09:00:00,2.13806482242306,0.4008806359910389,0.28328629231435026,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.2789465384481704
2006-01-07 10:00:00,2.13806482242306,0.9251640059632558,0.29338296240233064,0.38827765391548114,0.3989620506374558,4.1439189513561026,4.1439189513561026,4.1439189513561026,4.143851495341583,3.5457342297034806
2006-01-07 11:00:00,2.13806482242306,1.1930025833113225,0.2832862923143503,0.38827765391548114,0.3989620506374558,4.401593402601669,4.401593402601669,4.401593402601669,4.401593402601669,4.401593402601669
2006-01-07 12:00:00,2.1380648224230594,2.0043940828192346,0.2832862923143503,0.3882776539154811,0.39896205063745577,5.212993999245542,5.212993999245542,5.212993999245542,5.212984902109582,5.212993999245542
2006-01-07 13:00:00,2.1380648224230594,2.0043440478487,0.2832862923143503,0.3882776539154811,0.39896205063745577,5.212993999245542,5.212993999245542,5.212993999245542,5.212934867139047,5.212993999245542
2006-01-07 14:00:00,2.13806482242306,1.6590343537243242,0.2832862923143503,0.38827765391548114,0.3989620506374558,4.867625173014671,4.867625173014671,4.867625173014671,4.867625173014671,4.867625173014671
2006-01-07 15:00:00,2.1380648224230594,2.003329428855925,0.2832862923143503,0.3882776539154811,0.7911436387403701,5.604101836249186,5.604101836249186,5.604101836249186,5.604101836249186,5.604101836249186
2006-01-07 16:00:00,2.13806482242306,1.7331875863320518,0.2832862923143503,0.38827765391548114,1.1002662236575267,5.6430825786424705,5.6430825786424705,5.6430825786424705,5.6430825786424705,5.6430825786424705
2006-01-07 17:00:00,2.1380648224230594,0.5575467068025919,0.2832862923143503,0.3882776539154811,0.39896205063745577,3.7661375260929386,3.7661375260929386,3.7661375260929386,3.7661375260929386,3.7661375260929386
2006-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
